target,conf_0,conf_1,conf_2,conf_3,conf_4,conf_5,conf_6,conf_7,conf_8,conf_9,conf_10,conf_11,conf_12,conf_13,conf_14
3,8.282661437987225e-05,0.00072042942047114,8.344650268554476e-05,0.9767578125,0.01422729492187498,0.00031692981719966,0.00018079280853268952,0.0006397485733031599,0.0044807434082030796,6.991624832151741e-05,8.486509323118085e-05,0.0015244007110594999,0.00033570528030391745,0.00042757987976068805,0.0001158475875854278
0,0.93466796875,0.00860824584960934,0.00344800949096676,0.01216545104980466,0.010210037231445281,0.0003051519393920836,0.00622825622558592,0.005631828308105441,0.00720329284667966,0.00440607070922848,0.0005001068115234222,0.0009656190872192,0.0022961735725402638,0.0008118510246276492,0.0025124549865722197
3,0.0003709077835082466,0.00091147422790522,0.0008291959762572601,0.98046875,0.004513931274414041,0.00087497234344478,0.00048398971557611994,0.00686836242675776,0.00224952697753902,0.00026679039001458,3.219842910766602e-05,0.00091948509216302,0.0004402279853820279,0.00026801824569696567,0.00051846504211418
4,0.00016384124755857641,0.0016390800476073799,0.0006440162658691,0.04515991210937498,0.9345703125,0.00107345581054682,0.0012250900268554,0.00069441795349118,0.0068731307983398,0.0008155584335326505,0.0033248901367187,0.0007798671722411799,0.0021623373031616,0.00042176246643062297,0.000492715835571248
6,0.00045688152313227997,0.0050033569335937,0.00082936286926266,0.00761947631835936,0.0141700744628906,0.00286216735839838,0.9509765625,0.006041717529296839,0.0037570953369140203,0.0017741203308105,0.00084490776062008,0.0021659851074218197,0.0003048658370971,0.00149226188659662,0.0016793251037597202
3,0.00011684894561766423,0.00019583702087398969,8.717775344848445e-05,0.99248046875,0.0011464118957519001,0.00015195608139033896,0.00019576549530026625,0.0007598161697387445,0.003966522216796819,3.9970874786376954e-05,2.371072769165039e-05,0.0002818465232848568,0.0003575444221495988,7.528066635130218e-05,0.0001152515411376692
10,0.010344696044921841,0.014930725097656219,0.0046237945556640205,0.03567581176757812,0.0726470947265625,0.0365753173828125,0.01391029357910154,0.110308837890625,0.014910125732421842,0.0013203382492065,0.539404296875,0.09759521484375,0.00075032711029046,0.0023422241210937,0.044638442993164065
7,0.0004569053649901999,0.0011918067932128397,0.0004172205924987618,0.00553627014160152,0.006670379638671821,0.001395034790039,0.00047824382781978,0.97587890625,0.00457706451416012,0.00023204088211056,0.0013049125671386202,0.00112400054931636,0.00010153055191037337,0.00045981407165523997,0.0003051161766051763
3,0.0003420352935790496,0.0011660575866698601,0.00047297477722163994,0.98095703125,0.004627227783203079,0.00039112567901606005,0.00044090747833248,0.00325202941894528,0.00595951080322262,0.00023136138916011483,8.33630561828343e-05,0.0010558128356932999,0.00039545297622677387,0.00040987730026242,0.00021824836730952
5,0.00018815994262691608,0.00402202606201168,0.00027136802673333996,0.00055503845214836,0.00262241363525386,0.97314453125,0.00023852586746211493,0.0017256736755370602,0.00383892059326168,0.0001678943634033083,0.01082363128662108,0.00044425725936884003,0.00012973546981809807,0.0015254855155944498,0.0002812981605529458
8,0.00027891397476192714,0.0010600090026855,0.0007264852523803201,0.03205718994140624,0.0108486175537109,0.00035499334335321604,0.0006972551345824801,0.0015827178955077602,0.94765625,0.00064485073089594,7.312297821042485e-05,0.0018227100372313798,0.00045510530471797977,0.0013124465942382399,0.00040217638015744233
9,0.00148048400878902,0.0033396720886229997,0.0015466690063475996,0.0009736418724059601,0.02797164916992186,0.00031744241714474,0.00012228488922115858,0.0089351654052734,0.01105823516845702,0.942578125,0.00022600889205929244,0.00016309022903438853,0.0006098985671996706,0.00016289949417111843,0.00038895606994626496
4,5.59687614440918e-05,0.00131111145019526,9.918212890624721e-05,0.00087833404541012,0.98857421875,0.00026710033416743996,6.507635116576984e-05,0.00299777984619138,0.0036602020263671597,0.0001673221588134514,0.00044963359832759993,0.0009139776229857999,0.0003163576126098492,0.00010182857513426477,9.516477584838571e-05
7,0.00057439804077142,0.004795074462890581,0.0005249857902526001,0.00079813003540034,0.007441139221191361,0.0018646717071533001,0.00043389797210688,0.9697265625,0.005586433410644501,0.0013152122497558,0.00143307447433466,0.00030975341796867997,0.00018594264984128091,0.0004002094268798495,0.0045715332031249795
4,0.00033278465270989994,0.0024755477905273,0.0008013367652892648,0.00227661132812496,0.98271484375,0.0002910971641540204,0.00033524036407466,0.00429306030273434,0.0022163391113280803,0.0026263236999511204,0.0003246784210204789,0.00047144889831538,0.0002601504325866426,0.0003411769866943169,0.00019464492797847938
7,0.00171885490417476,0.0003709435462951187,0.00274801254272454,0.00523414611816402,0.008687019348144519,0.00043700933456416,0.0011060237884521003,0.96923828125,0.0031568527221679,0.00142822265624994,0.00032672882080073736,0.0009214401245116799,0.0003007173538207782,0.00040899515151972005,0.00396375656127926
6,0.00052866935729974,0.0010313987731933,0.00017983913421628159,0.00417194366455074,0.011702728271484341,0.00024776458740228,0.97353515625,0.0034137725830077604,0.0010465621948241599,0.0005869388580321799,0.00018538236618036,0.0021686553955077596,0.00018588304519646858,0.00041999816894527995,0.00054697990417476
4,0.00118498802185056,0.00494441986083978,0.00030241012573240065,0.011760711669921839,0.966796875,0.00069644451141356,0.00108835697174066,0.0034896373748779,0.0016724586486816001,0.00221285820007318,0.0004135370254516025,0.00197634696960446,0.0006356000900268207,0.0020338535308837375,0.0008538246154784799
7,0.0023756027221679596,0.0017731666564941,0.0008477687835692999,0.004703140258789021,0.009883880615234339,0.00061624050140374,0.00091285705566402,0.966796875,0.0032388687133788597,0.00203132629394528,0.00065851211547848,0.0014307022094726,0.00041351318359372,0.0016043663024902,0.00256648063659662
4,0.000124287605285625,0.008349227905273421,9.559392929075774e-05,0.01116638183593748,0.91376953125,0.0031952381134032802,0.00011800527572629381,0.00141031742095944,0.048820495605468736,0.00011777877807614093,0.0009242057800292599,0.00804462432861326,0.0017244577407836599,0.0016849517822265202,0.0003645181655883517
4,0.00034337043762202,0.0008203506469726199,0.00100512504577632,0.02549743652343748,0.90556640625,0.0021766662597656,0.00160422325134272,0.005938720703124979,0.05003204345703124,0.00019189119338986415,0.0004486680030822349,0.0022855758666991597,0.0005730628967284799,0.0008124947547912181,0.0026468753814696605
7,0.002836799621582,0.01145019531249998,0.0031356811523437196,0.006482696533203059,0.00337696075439448,0.01139926910400388,0.00800781249999998,0.92412109375,0.00810775756835934,0.0022731781005858797,0.009721183776855439,0.0025678634643553997,0.0011796951293945,0.0006531715393065599,0.004716682434082
4,0.00045075416564935457,0.014259338378906219,0.00031939744949339586,0.005618286132812461,0.94033203125,0.0006271839141845242,0.000340795516967743,0.00283188819885248,0.004150485992431601,0.00286483764648434,0.020269966125488263,0.00073363780975336,0.0056571245193481196,0.0003217339515685655,0.0012501955032348307
10,0.00100846290588376,0.0034765243530273,0.00039901733398434007,0.0068466186523437195,0.013768005371093739,0.00185556411743158,0.006248855590820281,0.0060531616210937,0.0034742355346679397,0.00139176845550534,0.9490234375,0.00219984054565424,0.00259203910827634,0.0011941313743591027,0.0004839181900023799
4,0.00071358680725092,0.00211772918701168,0.0007095098495483001,0.0016532897949218198,0.98505859375,0.00055830478668208,0.00042486190795892003,0.0034992694854735994,0.0014806747436523,0.00147275924682612,0.00032722949981684,0.0007220268249511399,0.00041613578796382,0.0006229400634765001,0.00022217035293577067
6,0.0015067100524902202,0.00441093444824216,0.0009783983230590401,0.0092361450195312,0.02522201538085936,0.00222492218017574,0.92763671875,0.012021255493164022,0.0023944854736327797,0.00736026763916012,0.00275135040283198,0.002513313293457,0.0001954555511474,0.00065879821777338,0.00088889598846432
7,0.00236072540283198,0.00092487335205074,0.00128505229949946,0.0021009445190429002,0.011718940734863261,0.00265822410583492,0.00461950302124018,0.950390625,0.004488563537597599,0.00137190818786616,0.00044460296630855915,0.00046480894088738,0.00157396793365474,0.01032724380493162,0.005268764495849581
3,0.00023645162582395198,0.0012110710144042599,4.2319297790527344e-05,0.967578125,0.024407958984374978,0.00096983909606928,8.466243743894094e-05,0.00064334869384762,0.00257415771484372,0.0006091356277465523,6.71386718749875e-05,0.00066533088684078,0.00059139728546136,0.00010821819305419078,0.0001241207122802481
7,0.006226348876953101,0.00483303070068358,0.00130624771118158,0.00155506134033196,0.0074611663818359,0.0032169342041015203,0.0013757705688476,0.9451171875,0.00976562499999996,0.0066933631896972405,0.0019207000732421597,0.00111055374145504,0.00073952674865718,0.0015091896057128403,0.007225418090820281
7,0.0008657455444335798,0.00053293704986566,0.00034031867980954,0.0008427858352660601,0.00367450714111322,0.00013769865036006228,0.00019073486328122455,0.9869140625,0.0014142036437988,0.00038570165634150004,0.00022602081298824924,0.00085000991821284,0.00013254880905146001,0.00023294687271114,0.0032818794250487797
3,0.00063904523849484,0.00271468162536616,0.00032246112823483856,0.9583984375,0.011766052246093719,0.00091247558593744,0.00217089653015132,0.005795860290527301,0.00950546264648436,0.00060825347900386,0.0002011775970458596,0.00251817703247066,0.00187056064605708,0.00173161029815668,0.0007570743560790401
4,0.00025149583816523943,0.0005028009414672401,0.00011428594589232243,0.0014389276504516001,0.99287109375,0.000286054611206,6.211996078489773e-05,0.00051293373107904,0.00258212089538572,0.00016566514968865642,9.437799453733883e-05,0.00010764598846432095,0.0008070468902587463,0.00020910501480097526,7.221698760985672e-05
4,0.0004108667373656811,0.00136604309082028,0.00074877738952632,0.00285377502441402,0.97646484375,0.0002705574035644,0.0003482580184936,0.0012661457061767202,0.01337966918945312,0.00038017034530637555,0.0007323265075683199,0.00018376111984251274,0.00045685768127439906,0.0005988001823424865,0.0003959059715270434
4,7.750988006589195e-05,0.0009286880493163599,2.2077560424804686e-05,0.00018250942230219996,0.99638671875,0.00056500434875482,0.00018520355224606373,6.484985351562313e-05,0.00026285648345942,3.2329559326171874e-05,0.00030336380004878,0.0005769133567809736,8.11338424682311e-05,0.0001635074615478061,0.00013381242752070758
6,0.0009724140167235799,0.0037092208862304203,0.00068593025207514,0.0059280395507812006,0.01501579284667966,0.0008593797683715199,0.94423828125,0.01449127197265622,0.004218673706054639,0.00203323364257808,0.00086107254028314,0.004865646362304641,0.0005277395248412599,0.00101380348205562,0.0006122589111327599
1,0.0007483005523681199,0.9494140625,6.216764450071852e-05,0.01025333404541014,0.02018547058105466,0.00043067932128901167,0.0009229779243469068,0.0042805671691894,0.009571456909179678,0.00020109415054317626,0.0017061710357665599,0.00168108940124508,0.00016705989837644046,0.00032570362091060006,0.00010335445404048688
8,0.00067679882049556,0.00188522338867182,0.0026547431945800402,0.04000473022460936,0.02795352935791014,0.0012979626655578217,0.00016101598739623352,0.00369110107421872,0.91728515625,0.0017722368240355997,0.00015971660614011953,0.0014376640319823841,0.0003145456314086777,0.0002894878387450972,0.00033620595932001124
4,0.00020548105239864,0.0104682922363281,0.00018833875656124,0.00907440185546872,0.95703125,0.0018695831298827597,0.0009235382080077801,0.00934486389160154,0.0007658004760741799,0.0004180192947387001,0.00121488571166988,0.0027585983276367,0.0035553932189940998,0.00114078521728512,0.00097069740295408
4,0.00011351108551024922,0.00054464340209954,0.00030261278152461885,0.0030567169189452603,0.99150390625,0.00039370059967036,0.00041823387145992,0.000380063056945771,0.00139813423156734,0.0004225134849547852,0.00011996030807493274,0.000138008594512911,0.0005973935127258152,0.00034769773483273996,0.0003016114234924104
8,0.0003787755966186,0.00239329338073726,0.0003308176994323602,0.00505619049072264,0.00394287109374998,0.00109076499938958,0.00017135143280028203,0.00111021995544428,0.98349609375,0.0003668427467346107,0.00011444091796872149,0.0004430651664733623,0.00025850534439086415,0.00072046518325802,0.00016593933105463717
5,0.0001010894775390475,0.0009041786193847,2.25067138671875e-05,0.00026901960372920135,0.0017042160034179202,0.9943359375,3.5655498504638675e-05,0.00025229454040522,0.0005910396575927399,3.131628036499023e-05,0.00083165168762202,0.00011290311813351062,5.69105148315282e-05,0.0004051327705383,0.00023975372314449998
8,0.00049057006835932,0.00066630840301508,0.00020477771759030609,0.012792205810546839,0.00518093109130854,0.001252055168151815,0.00016059875488279242,0.0012310028076171601,0.97392578125,6.302595138548851e-05,7.426738739012359e-05,0.0007909774780273171,0.0007689833641051935,0.00193624496459954,0.00053129196166988
3,0.0002489328384399205,0.0009146332740783355,0.0003065824508666706,0.97890625,0.01055526733398434,0.00064334869384762,0.00038459300994868545,0.00043538808822628954,0.00316095352172848,0.000897884368896463,0.0010250091552734,0.0009424686431884399,0.0003984212875365937,0.0007490634918212431,0.00044063329696651996
7,0.00133266448974604,0.0011565685272216402,0.00042719841003414005,0.00311059951782224,0.013049316406249959,0.0001527309417724368,0.00029766559600826,0.9728515625,0.0025430679321288598,0.0011757373809814001,0.00059437751770014,0.00097470283508294,0.00042772293090816003,0.00047800540924067996,0.00150327682495114
14,0.01011199951171874,0.0034540176391601196,0.0060700416564941,0.0018670082092284799,0.01024045944213864,0.00227866172790522,0.004604721069335901,0.0075895309448241995,0.0055875778198242,0.0023766279220580402,0.00097813606262202,0.00043615102767939184,0.0005351901054381672,0.0008747577667235802,0.94296875
3,0.00039973258972164264,0.0013592243194579599,0.00077342987060542,0.98544921875,0.00473308563232418,0.00024931430816645995,0.0006661176681518001,0.0017900466918944799,0.00212326049804684,0.00022773742675777998,6.992816925048212e-05,0.00108308792114252,0.00042783021926875883,0.0003355503082275031,0.00023103952407835365
2,0.0006965637207030801,0.0040279388427734,0.92451171875,0.01288604736328124,0.01959381103515622,0.00132546424865718,0.00352711677551266,0.0121376037597656,0.0101173400878906,0.004466629028320281,0.0006141662597655801,0.00261354446411128,0.00022938251495356003,0.00114088058471674,0.00209779739379878
8,0.00164062976837154,0.00546817779541012,0.0009133219718932733,0.0032866477966308196,0.021686363220214822,0.00422456264495848,0.0007745742797851143,0.004871273040771461,0.947265625,0.00233805179595946,0.00049781799316402,0.0006947875022888106,0.004475009441375703,0.0014480113983153678,0.0003864526748657016
10,9.061098098752406e-05,0.007339191436767539,0.00064458847045896,0.020603179931640618,0.01330947875976562,0.00568408966064452,0.00188837051391596,0.01125411987304684,0.01287307739257812,0.00027188062667842287,0.921484375,0.00164957046508784,0.0007622957229614026,0.0018898248672484998,0.00030336380004878
4,0.00400886535644528,0.00873260498046872,0.0007668018341064201,0.0067024230957031,0.94326171875,0.00458393096923822,0.001062905788421595,0.0016863822937011198,0.02002944946289062,0.00589857101440426,0.0001676559448241935,0.0004928469657897599,0.0013413429260253399,0.00021895170211790396,0.0011192440986632847
2,0.0038622856140136204,0.00435600280761714,0.84072265625,0.0426788330078125,0.0119911193847656,0.005412673950195261,0.0028394699096679203,0.049993896484375,0.02550506591796874,0.00410575866699216,0.00055508613586422,0.00397186279296872,0.0005349993705749277,0.00038224458694452,0.00313911437988276
0,0.93818359375,0.0053062438964843195,0.00142936706542964,0.00331439971923822,0.013051605224609361,0.00108399391174312,0.0009463548660278001,0.02019805908203124,0.004483413696289,0.00472764968872066,0.00025027990341184946,0.0008533358573913123,0.0002984642982482602,0.0006891250610351226,0.00514526367187498
4,0.00037908554077144003,0.00272054672241206,0.00011793375015258336,0.00410060882568354,0.98408203125,0.0005891799926757201,8.758306503294227e-05,0.0010015487670897998,0.00110011100769038,0.00357120037078854,0.0006977558135985801,9.658336639402297e-05,0.0010462045669555448,0.0002232789993285661,0.000177037715911824
3,0.00027048587799067745,0.0004999518394469731,0.0004023432731628065,0.98603515625,0.0023253440856933,0.00025255680084223625,0.0003945946693419915,0.00237832069396968,0.00546684265136714,0.0002732396125793051,4.421472549438476e-05,0.0004866242408752185,0.0002998232841491549,0.00040117502212520513,0.0005225539207458028
8,0.00055181980133052,0.00056657791137688,0.00043978691101068,0.00113668441772456,0.008684539794921859,9.589195251460906e-05,0.0003127217292785165,0.00248689651489254,0.9837890625,0.0003681182861327599,8.128881454467194e-05,0.0002308487892150564,0.0006418466567992772,0.0004528522491454961,0.00018540620803830758
7,0.00088968276977534,0.0015746116638183203,0.0021687507629393997,0.0032745361328124604,0.01924591064453124,0.0011799335479735801,0.00199279785156246,0.95595703125,0.0057834625244140205,0.00138034820556634,0.00227117538452146,0.0015296459197997401,0.0008070945739745798,0.0005422830581664399,0.00137681961059566
6,0.00033292770385737533,0.0018239021301269004,0.0004992008209228373,0.01046867370605466,0.01764869689941404,0.0019369602203368798,0.95205078125,0.0035808563232421395,0.0060024261474609,0.0014525651931762,0.0003557085990905444,0.0013710975646971997,0.00077137947082516,0.00059568881988522,0.0011784076690673402
4,0.0012085914611816002,0.01053886413574218,0.00018750429153439492,0.00047631263732906,0.83623046875,0.0005922794342040399,0.0016879081726074,0.003479766845703079,0.00520782470703122,0.135003662109375,0.0005173087120055599,0.00298118591308592,0.0005281805992126,0.00083527565002436,0.00054986476898186
11,0.0006384015083312599,0.00146160125732418,0.0002205133438110256,0.00140717029571528,0.0043460845947265,0.00092282295227048,0.00300369262695308,0.0075550079345703,0.00183897018432614,0.0010832786560058,9.390115737912313e-05,0.97587890625,0.00066616535186762,0.00027463436126705766,0.000530290603637666
4,0.0002870202064513973,0.007521820068359319,0.00017999410629271584,0.0068386077880859,0.94921875,0.00072968006134028,0.00031105279922480475,0.00119309425354,0.02844009399414062,0.0003370404243469024,0.00038822889328001236,0.0017867803573608002,0.0008840680122375124,0.0017586231231689,0.0001411795616149762
7,0.0009556770324706599,0.0016357421874999601,0.0004884004592894999,0.00242300033569332,0.01011505126953122,0.00275859832763666,0.00101246833801264,0.96865234375,0.00661735534667964,0.00058259963989252,0.0007574558258056001,0.0014101028442382198,0.0007984638214111001,0.00031566619873042,0.00142555236816402
8,0.00028238296508785986,0.00112407207489008,0.00036176443099972586,0.00932912826538084,0.015602493286132802,0.0009167790412902418,0.00020918846130370277,0.0007045030593871597,0.968359375,0.00020654201507567076,7.987022399901812e-05,0.0013279318809508913,0.0005172133445739572,0.0006196022033691078,0.0002874135971069073
8,0.00022425651550286,0.0008101940155028998,0.0004397630691528001,0.004941558837890579,0.00909652709960932,0.00034943819046016336,0.00015257596969603992,0.00148005485534664,0.980859375,0.0002419590950011921,9.069442749021218e-05,0.00048375129699702,0.0002538442611694139,0.00043578147888179185,0.00018485784530636526
7,0.00029838085174556004,0.00055923461914056,0.0003374338150024217,0.012482452392578119,0.0017714500427245602,0.0033649921417236,0.00012360811233517086,0.9607421875,0.01880645751953122,0.00011758804321287859,0.00012981891632075964,0.00081117153167718,0.00032382011413569997,9.43899154662986e-05,9.042024612426664e-05
4,4.225969314575195e-05,0.003428840637207,0.00011186599731441288,0.000792121887207,0.98837890625,0.00026288032531734,0.00058710575103756,0.0029422760009765003,0.0005398750305175,0.0005659818649291399,0.0004016518592834152,0.0012736082077026,0.0003106117248534947,6.831884384153985e-05,0.00029524564743040304
7,0.0018171310424804198,0.00244255065917964,0.00107028484344478,0.00378742218017572,0.00451889038085934,0.00034766197204585795,0.00017172098159785954,0.97685546875,0.0056156158447265405,0.00041739940643306,0.00021449327468868085,0.0007732391357421401,0.00040392875671384004,0.00039505958557126,0.0011547327041625598
1,0.0030368804931640197,0.84990234375,0.0004590392112731583,0.00658125877380368,0.07902069091796873,0.00135848522186274,0.0006473064422606991,0.03630504608154294,0.01788024902343746,0.00022926330566402372,0.0019537210464477183,0.0008211374282836401,0.0004883885383605759,0.00020749568939207362,0.0011161565780639401
4,0.00044572353363032003,0.00141887664794918,0.0003240942955016734,0.00718126296997066,0.97080078125,0.00045828819274895997,0.00012139081954953062,0.0011916637420654002,0.013260650634765581,9.701251983640641e-05,0.00050745010375972,7.90238380432029e-05,0.003376007080078079,0.00011613368988036389,0.0004904747009277
6,0.00204541683197016,0.015232086181640597,0.00018830299377437296,0.00862846374511716,0.0117866516113281,0.0012493252754211,0.94423828125,0.0036093711853026796,0.0036064147949218203,0.00151596069335934,0.00047010183334346477,0.006231594085693301,0.00046105384826653997,0.0004531383514404,0.00022265911102291148
3,0.00337529182434078,0.04540557861328124,0.00183336734771724,0.75458984375,0.103564453125,0.00803012847900386,0.00356006622314448,0.01560287475585934,0.04582595825195312,0.0009692192077636601,0.0009876012802123599,0.00941972732543942,0.00551147460937498,0.0006893396377563,0.0007112145423888804
11,5.5372714996324216e-05,6.512403488158726e-05,3.339052200316945e-05,0.0014933586120604802,0.0012677669525146,0.00020461082458494067,0.00045375823974606,0.00010788440704343845,0.0016005516052245597,2.9337406158447265e-05,2.440214157104492e-05,0.99443359375,3.8242340087889454e-05,4.011392593383321e-05,3.745555877685547e-05
3,0.00290279388427732,0.02040309906005858,0.00046072006225584004,0.89453125,0.01953124999999998,0.02911186218261718,0.0021408796310424597,0.007707214355468719,0.007308959960937479,0.0004578590393066122,0.0009749412536620599,0.01007423400878904,0.00228931903839106,0.0013838291168212203,0.00072288513183588
7,0.00025699138641352003,0.00070104598999018,0.00070328712463376,0.0029664993286132404,0.00437202453613276,0.00041222572326658004,0.00039451122283928,0.98447265625,0.0023790359497069596,0.0012896537780761402,0.0005589842796325199,0.00080552101135248,0.0001558899879455,0.00033125877380366,0.00032935142517086
10,0.00166203975677486,0.01468505859375,0.00144662857055662,0.01866912841796874,0.0153144836425781,0.00225067138671872,0.00754623413085932,0.015575408935546858,0.01898193359374998,0.0017786264419555203,0.86533203125,0.0321479797363281,0.0013782501220702798,0.00240001678466792,0.00088238716125484
3,0.00041886568069455447,0.0006814718246459401,0.0011181354522704708,0.98193359375,0.005375099182128859,0.0003241062164306401,0.0006266117095946956,0.00327973365783688,0.003946495056152299,0.00038305521011348616,4.3606758117663436e-05,0.00054265260696406,0.0004553556442260274,0.0004205942153930243,0.0004035949707030794
8,0.00046150684356683995,0.00046019554138178,0.0002574682235717353,0.0007985115051269001,0.0034873008728027004,0.00013329982757564438,0.00020172595977779672,0.000591027736663775,0.99189453125,0.00039322376251216246,2.778768539428711e-05,0.0001904368400573393,0.0004618406295775904,0.0005369067192077532,9.219646453856234e-05
7,0.00039443969726558,0.0016624927520751398,0.0004596948623656801,0.0027087211608886404,0.014009857177734359,0.00043557882308956005,0.00038044452667232,0.973828125,0.0037050247192382396,0.000343620777130086,0.0003341794013976671,0.0007128238677978,0.00039038658142085997,0.00044558048248288,0.00018682479858394828
7,0.0013690948486327799,0.01101741790771482,0.00441927909851068,0.007401561737060501,0.02900352478027342,0.025943756103515597,0.021543884277343738,0.84443359375,0.018693733215332,0.0161678314208984,0.00901107788085934,0.0029765129089355,0.0007207870483397999,0.0018514633178710598,0.0053617477416991795
4,0.00029933452606198,0.009403991699218722,0.00016294717788694588,0.00270357131958004,0.97001953125,0.00091724395751946,0.0015632152557372603,0.00194506645202632,0.0011862754821777,0.00405292510986326,0.00056571960449214,0.0022031784057616596,0.00241465568542476,0.0012173891067504198,0.0013201951980590198
6,0.0008554100990294802,0.0033822059631347197,0.0002291917800903125,0.0049260616302489795,0.01110553741455074,0.0018230199813842399,0.95048828125,0.007345962524414021,0.005365943908691361,0.00065466165542596,0.0008628368377685,0.0046871185302734,0.0004121422767638601,0.006829977035522419,0.0010698795318602801
8,0.00440883636474606,0.013193702697753879,0.046759033203125,0.0748382568359375,0.050421142578125,0.1043975830078125,0.00254898071289056,0.18363037109375,0.496533203125,0.00545139312744138,0.00110797882080072,0.01015319824218748,0.0021149635314941,0.0020163774490356,0.00247106552124018
7,0.00152587890624994,0.00077309608459468,0.0007194876670837189,0.0003900527954101,0.00267353057861322,0.00031774044036860015,0.00037965774536128,0.98955078125,0.00062599182128902,0.00052955150604244,0.00012230873107908178,0.00021917819976801007,0.0001182794570922425,0.0017454624176025002,0.00037313699722286
4,0.0010299205780028998,0.0037975311279296402,0.00050969123840328,0.00266695022583006,0.9513671875,0.00016381740570065592,0.00046275854110711996,0.00200614929199216,0.0176887512207031,0.0014805316925048469,0.00041935443878170046,0.0008952140808104799,0.01636352539062496,0.00050661563873286,0.0006250143051146985
