filename,Xmin_Ymin_Xmax_Ymax,class,filename_trim,fold,target,pred,conf_0,conf_1,conf_2,conf_3,conf_4,conf_5,conf_6,conf_7,conf_8,conf_9,conf_10,conf_11,conf_12,conf_13,conf_14,pred_0,pred_1
00f6112f.jpg,,USB_Type_A,00f6112f_trim.jpg,4,7,7,0.00024104118347167188,0.0036865472793578503,0.000345826148986793,0.0007199347019195463,0.00095283985137935,0.00421360135078425,0.0005156993865966359,0.980712890625,0.00144529342651365,0.00129520893096915,0.0006637573242187,0.004606127738952599,0.00011548399925229356,0.00011622905731200157,0.0003153681755065793,7,7
00f7f5c2.jpg,"[614, 1803, 1477, 2488]",USB_Micro_B_3.1,,1,9,9,0.00482177734374995,0.00981903076171875,0.0006830692291259,0.00236415863037105,0.02617645263671875,0.0007885098457336082,0.00117111206054685,0.00974655151367185,0.0048255920410156,0.931640625,0.0010524988174438,0.00130701065063475,0.00264120101928705,0.00043249130249015,0.00262260437011715,9,9
010b9063.jpg,"[1548, 2047, 1767, 2450]",Lightning,,1,3,3,0.0009906291961669,0.00165796279907225,0.0001900792121887,0.980224609375,0.00780773162841795,0.00044417381286615,0.00041067600250235,0.0025691986083984,0.0031499862670898004,0.00018608570098869998,0.00031951069831844393,0.0010311603546142,0.00068664550781245,0.00021141767501825,0.00021272897720332697,3,3
011ba671.jpg,,USB_Micro_B,011ba671_trim.jpg,4,4,4,0.0011098086833953482,0.0004807412624358834,0.0008378028869628625,0.00239863991737362,0.94970703125,0.0006551742553710562,0.0005649030208587366,0.004165887832641576,0.031003475189208984,0.0019016265869140625,0.0003351569175719996,0.0006937384605407277,0.001322895288467401,0.0004168748855590789,0.004443377256393433,4,4
01299ac6.jpg,,USB_Type_C,01299ac6_trim.jpg,4,8,8,0.00010484457015988476,0.00014063715934749005,3.504753112792969e-05,0.0006965398788452001,0.0004299879074096,7.453560829161015e-05,2.3126602172851562e-05,0.0003039836883544547,0.997802734375,2.7924776077270508e-05,1.990795135498047e-05,4.050135612487793e-05,0.00011694431304931485,6.556510925291367e-05,3.7044286727905273e-05,8,8
012b946b.jpg,"[1115, 1487, 1469, 2667]",USB_Micro_B_3.1,,4,9,9,0.00010725855827329434,0.0020631253719329,0.0004604458808898457,0.00030547380447385,0.0065963268280029,2.8342008590698242e-05,9.667873382564687e-05,0.0023010969161986997,0.00046408176422115,0.9873046875,1.424551010131836e-05,6.946921348570858e-05,2.6494264602661133e-05,9.104609489440918e-05,5.936622619628906e-05,9,9
01375f53.jpg,"[1493, 1836, 1826, 2302]",USB_Micro_B,,2,4,4,9.75131988525e-05,0.00025022029876705,4.9591064453125e-05,0.0007601976394652999,0.99609375,0.00011503696441650233,8.91387462615961e-05,0.00078105926513665,0.0011703968048095,5.829334259033203e-05,7.578730583190918e-05,0.000174343585968,7.066130638119259e-05,0.00010985136032103554,6.744265556335449e-05,4,4
015dd044.jpg,"[1272, 1534, 1599, 2078]",USB_Type_A,,0,7,7,9.027123451232012e-05,7.665157318115234e-05,5.945563316345215e-05,0.00048053264617915,0.0005841255187987999,0.00010964274406430194,0.00015336275100704842,0.99658203125,0.00136089324951165,7.972121238708496e-05,7.12275505065918e-05,0.00021055340766902597,5.301833152770996e-05,3.904104232788086e-05,3.236532211303711e-05,7,7
01618358.jpg,"[401, 83, 749, 364]",USB_Type_A,,4,7,7,6.67273998260498e-05,0.0006497204303741236,0.00013896822929379942,0.0079853534698486,0.0240640640258789,0.02449798583984375,0.0027008056640624874,0.9013671875,0.02584075927734375,0.0004283487796782994,0.0032892227172851003,0.0062424540519714,0.00014919042587277696,0.002165913581848132,0.0005386769771575677,7,7
016562d2.jpg,,HDMI,016562d2_trim.jpg,2,0,0,0.996337890625,0.0001881122589111258,3.147125244140625e-05,0.0006412267684936001,0.0013899803161620998,5.8412551879882826e-05,2.8908252716064453e-05,0.0002144277095794662,0.0006484389305114,0.00011897087097165937,1.4543533325195312e-05,0.0001376867294311172,0.00014600157737728497,2.703070640563965e-05,5.128979682922363e-05,0,0
0175a634.jpg,"[1221, 2194, 2059, 2648]",USB_Type_A,,0,7,7,0.0002782046794891154,0.00012609362602232754,0.00015389919281003282,0.0004483163356781006,0.0021324157714843004,0.0003004074096679266,0.00029394030570983887,0.99267578125,0.0022837519645690497,0.0001978874206542625,0.00017648935317991603,0.000340878963470434,0.0002665817737578877,6.571412086483301e-05,0.00016355514526365,7,7
017ae987.jpg,,USB_Micro_B,017ae987_trim.jpg,3,4,4,3.4928321838378906e-05,2.524256706237793e-05,6.16908073425293e-06,0.00010681152343745038,0.99853515625,9.03010368346711e-05,7.569789886474609e-06,6.765127182006172e-05,0.00019791722297668378,0.00017347931861873067,3.7610530853271484e-05,0.00014403462409971114,0.0003871917724609,2.2351741790771484e-05,7.212162017822266e-06,4,4
0193d52e.jpg,"[1014, 1397, 2009, 1993]",USB_Micro_B,,2,4,4,0.0001354813575744,0.00359869003295895,6.598234176635742e-05,0.00105094909667965,0.989501953125,0.00019252300262445,0.0007660388946533,0.0005414485931396,0.0024845600128173004,0.00012063980102534844,0.000176727771759,0.0008494853973388501,7.480382919307422e-05,0.00038167834281920134,7.981061935424805e-05,4,4
01a01238.jpg,,DisplayPort,01a01238_trim.jpg,3,14,14,0.0002914667129516,0.00031524896621700003,9.745359420772109e-05,2.2083520889282227e-05,0.0005751252174377129,0.00013437867164608965,0.000267744064331,0.00042742490768425,0.00014024972915645663,0.00016596913337702676,0.0001804828643798375,8.791685104370117e-06,3.9130449295043945e-05,0.00012931227684016779,0.997314453125,14,14
01ab41be.jpg,"[697, 1460, 1228, 1748]",USB_Type_A,,2,7,7,0.0022971630096435295,0.00098192691802975,0.00016993284225460002,0.0199756622314453,0.0051603317260742,0.00076878070831295,0.0007146596908568961,0.962158203125,0.00390195846557615,0.000558853149414,8.946657180783672e-05,0.0016379356384276498,0.00022044777870177675,0.0005110800266265744,0.0008088350296020383,7,7
01b1ae25.jpg,"[940, 1906, 1786, 2752]",USB_Micro_B,,3,4,4,0.00030323863029479666,0.0006963312625884947,0.00013628602027891895,0.00090074539184565,0.9853515625,0.0009318888187408323,8.231401443476641e-05,0.00029873847961421564,0.00271463394165035,0.0036802291870117,0.00016060471534724998,7.05718994140625e-05,0.00441396236419675,8.359551429747676e-05,6.857514381404473e-05,4,4
01b23136.jpg,,USB_Micro_B,01b23136_trim.jpg,3,4,4,0.00018668174743647421,0.00044715404510497266,0.0001472532749175834,0.002921998500823962,0.99169921875,0.00045615434646604255,5.605816841125488e-05,0.0001094043254851916,0.002079844474792443,0.0008123815059661741,7.367134094237773e-05,0.0004118680953979367,0.0003078579902648,0.0002126991748809666,0.00014024972915646056,4,4
01b34742.jpg,"[1089, 1593, 1866, 1991]",USB_Micro_B,,0,4,4,8.52644443511791e-05,4.851818084716797e-05,3.641843795776367e-05,0.00061762332916255,0.9931640625,0.00020486116409300197,1.9371509552001953e-05,0.0002250671386718,0.00505894422531125,3.069639205932617e-05,9.059906005855156e-05,3.454089164733887e-05,0.0001558661460876,1.710653305053711e-05,3.4749507904052734e-05,4,4
01cbde8c.jpg,"[1274, 2044, 1647, 2308]",USB_Mini,,4,1,1,6.559491157526758e-05,0.978515625,1.1414289474487305e-05,0.00057184696197505,0.0187214612960815,0.0002294182777404371,0.0001254975795745537,9.715557098385703e-05,0.00081187486648555,6.502866744990938e-05,0.0004405081272124994,8.180737495422168e-05,7.894635200497324e-05,4.073977470397949e-05,4.807114601135254e-05,1,1
01d54579.jpg,,Lightning,01d54579_trim.jpg,2,3,3,0.00073647499084465,0.0021834373474120504,0.0032324790954589497,0.96728515625,0.00567054748535155,0.006689071655273399,0.0013293027877807001,0.0021057128906249497,0.0049700736999511,0.0006535053253173501,0.0004351139068603,0.00231647491455075,0.0002000927925109,0.0011324882507324,0.00113135576248165,3,3
01d77b0b.jpg,,USB_Micro_B,01d77b0b_trim.jpg,3,4,4,9.769201278684355e-05,0.00025695562362668085,3.835558891296387e-05,0.0012378096580504996,0.995849609375,0.000282585620880091,0.0001311600208282217,0.0004565715789794672,0.0004934370517730291,0.0004172027111053201,0.0001378059387206539,0.00015369057655330488,0.00016784667968745002,9.945034980771855e-05,7.867813110351562e-05,4,4
01df2f8f.jpg,"[1058, 1393, 2554, 2853]",VGA,,4,13,13,0.0002528131008147818,0.0007860064506530637,0.00013771653175350721,0.00039249658584594727,0.00170058012008665,0.00018033385276794355,0.00018775463104243125,0.000806778669357253,0.00216042995452875,0.00018411874771114022,0.0001825392246246244,0.00012752413749694277,0.00011721253395080566,0.99267578125,0.00010582804679870137,13,13
01eab852.jpg,"[1288, 2101, 1580, 2537]",Lightning,,0,3,3,4.813075065612793e-05,9.253621101376894e-05,2.8520822525024414e-05,0.99755859375,0.0009937286376953,8.115172386166231e-05,7.036328315734863e-05,0.00023096799850460002,0.00049263238906855,9.298324584959219e-05,4.416704177856445e-05,0.0001260042190551418,6.997585296629218e-05,2.5540590286254886e-05,2.002716064453125e-05,3,3
01ec3d27.jpg,"[971, 2022, 1975, 3238]",USB_Type_A,,2,7,7,0.00024643540382384235,0.000146985054016075,7.066130638121386e-05,0.0008729100227355676,0.000653445720672595,5.677342414854492e-05,5.504488945003652e-05,0.99609375,0.0010191500186919917,0.00018510222434995604,3.743171691894531e-05,0.00024038553237913554,2.8699636459350586e-05,4.270672798156738e-05,0.00019434094429015175,7,7
02006319.jpg,"[1196, 1836, 1536, 2219]",Mini_DisplayPort,,4,5,5,0.00015953183174130878,0.0018691122531890683,0.00010132789611813515,0.0002944171428680092,0.00129091739654535,0.99169921875,7.331371307369844e-05,0.0006987750530242482,0.0011475682258605502,8.460879325863964e-05,0.0013083517551421807,0.0004568099975585828,0.0001467466354370039,0.00035712122917175136,0.00015288591384885272,5,5
02141810.jpg,"[389, 809, 691, 1111]",USB_Type_C,,1,8,8,0.0005332231521606382,0.00092959403991695,0.00028011202812190135,0.0159521102905273,0.0507087707519531,0.00031349062919612167,0.00015157461166378554,0.0039523839950561,0.924560546875,0.0006214380264281758,0.00015699863433836484,0.0005037784576415938,0.0003323256969451842,0.0007695853710174498,0.00022935867309567813,8,8
02176ff9.jpg,,HDMI,02176ff9_trim.jpg,4,0,0,0.9912109375,0.00025147199630735,7.545948028564453e-05,0.0003901720046997,0.003354787826538,0.000176966190338116,0.0001151561737060375,0.00054883956909175,0.0018403530120849,0.0006798505783080501,5.3256750106811523e-05,0.0002678930759429666,7.328391075134277e-05,6.625056266784668e-05,0.00084608793258665,0,0
0219f19c.jpg,"[1116, 935, 2397, 2120]",USB_Micro_B,,0,4,4,7.84099102019834e-05,4.5925378799438477e-05,0.000124424695968608,0.0009748935699461999,0.996826171875,5.829334259033203e-05,1.475214958190918e-05,0.000273048877716,0.0008977055549621001,7.483363151550293e-05,7.572770118710137e-05,8.115172386169434e-05,0.00023314356803892793,1.3589859008789064e-05,3.6835670471191406e-05,4,4
0228374d.jpg,"[1340, 1593, 1810, 1875]",USB_Type_C,,3,8,8,0.000850647687911978,0.0009576976299285764,0.00056517124176025,0.0107157230377197,0.00560295581817625,0.00032716989517208477,0.00031515955924987793,0.0010318160057067559,0.9755859375,0.0004481673240661246,0.00012561678886410685,0.001326292753219592,0.00045898556709284704,0.001437753438949585,0.00029245018959041973,8,8
023849c3.jpg,,USB_Type_A,023849c3_trim.jpg,3,7,7,0.0006687641143798501,0.00029888749122616506,0.00024238228797907987,0.0010285377502441,0.0013399124145507,0.0001751780509948,0.0003031492233276,0.991943359375,0.0020053386688232,0.00076460838317865,0.00041419267654418165,0.0006024837493896001,3.236532211303711e-05,0.00011390447616575117,0.00017553567886350002,7,7
023998ba.jpg,"[1089, 1593, 1935, 2439]",Lightning_T,,4,11,11,0.0010446906089782465,0.00043684244155880976,0.0001113712787627959,0.0006134212017059263,0.0045699477195739,0.000601708889007534,0.0004273056983947535,0.0028092861175536984,0.00202459096908565,0.001016616821289025,0.00012928247451780977,0.985595703125,0.0001389086246490244,0.000275254249572707,0.00022849440574643107,11,11
023bb971.jpg,"[1926, 736, 3027, 1739]",USB_Mini,,3,1,1,0.0005754232406616001,0.984619140625,0.0003692507743835293,0.00134229660034175,0.0021922588348388,0.0040464401245117,0.0006055831909179,0.00091147422790525,0.00169038772583005,0.00043421983718865,0.0011773109436034501,0.0011007785797118499,3.9130449295043945e-05,0.0003802180290222,0.0004133284091949307,1,1
0252656a.jpg,"[1532, 1846, 2030, 2221]",USB_Type_A,,2,7,7,0.00027960538864135585,0.0002451241016387619,6.824731826781874e-05,0.0002942085266113219,0.0012514293193817,2.536177635192871e-05,3.013014793395996e-05,0.99658203125,0.00085401535034175,0.00015321373939509785,4.038214683532715e-05,6.830692291259766e-05,1.9222497940063477e-05,4.96506690979004e-05,8.696317672726446e-05,7,7
0252b081.jpg,,USB_Micro_B,0252b081_trim.jpg,1,4,4,0.0008021593093871914,0.000215470790863,0.0002586543560027998,0.007249116897583,0.98388671875,0.0001230835914611379,4.0203332901000977e-05,0.0016478300094604,0.0031287670135498,0.0011817514896392696,0.0001221895217895043,0.00023466348648070118,0.0009577572345733267,8.562207221982402e-05,8.109211921690801e-05,4,4
02560826.jpg,"[1215, 2517, 2184, 3105]",RJ_45,,2,6,6,0.0003458559513091713,0.0005832612514495443,0.00026902556419368964,0.0010479688644409,0.0023028850555419497,0.0003635287284850793,0.986328125,0.00320470333099365,0.00093352794647215,0.001490712165832482,0.0002830922603606787,0.0006174445152282,0.00038176774978637695,0.0001685321331023873,0.0016120076179504,6,6
025ca19d.jpg,,Lightning,025ca19d_trim.jpg,3,3,3,0.0001259446144103668,0.002135157585144,0.00024801492691035,0.986083984375,0.0024621486663818,0.0008770823478698501,0.00010922551155086192,0.001269012689590454,0.0032975077629089,5.5134296417236335e-05,6.309151649475098e-05,0.00258815288543695,0.00045466423034663594,0.00015655159950253613,0.0001617968082427627,3,3
026916bf.jpg,"[1606, 2320, 2159, 2779]",USB_Micro_B,,1,4,4,0.00175869464874265,0.00282883644104,0.000539213418960562,0.0179786682128906,0.958984375,0.0014004707336425502,0.00067651271820065,0.00271415710449215,0.00634253025054925,0.0009085536003112499,0.0025469064712523998,0.00068521499633785,0.00168681144714355,0.00051009654998775,0.00041851401329037405,4,4
02710fc9.jpg,"[909, 1530, 1755, 2376]",DisplayPort,,2,14,14,0.00151109695434565,0.00053244829177855,0.0002817809581756,0.0005970895290374287,0.0051333904266357,0.0002571046352386404,0.0001870691776275502,0.0050551891326904,0.00458931922912595,0.000346928834915158,0.00028610229492183906,0.0003769993782043,0.00038963556289670195,0.00031107664108273554,0.980224609375,14,14
02858890.jpg,"[814, 1691, 2000, 2138]",Dock,,4,2,2,0.00012934207916259337,0.00037080049514769727,0.992919921875,0.000487208366394,0.0016616582870483,0.00015974044799804061,0.00044143199920650003,0.0006884336471557,0.00124657154083245,0.0004976987838744757,0.00019320845603939513,0.0004067420959472,6.783008575434746e-05,0.00024703145027157284,0.0005357265472411703,2,2
02abf8fa.jpg,,USB_Micro_B,02abf8fa_trim.jpg,4,4,4,5.7697296142578125e-05,0.0004898309707641445,3.361701965332031e-05,0.0060271024703979,0.98046875,5.2809715270996094e-05,2.110004425048828e-05,0.0002481639385223319,0.01209861040115355,4.51505184173584e-05,6.213784217830976e-05,0.00013831257820125567,0.00012066960334777324,8.589029312129649e-05,2.8014183044433594e-05,4,4
02c0b7bc.jpg,"[1432, 2035, 2871, 3164]",RJ_45,,0,6,6,4.914402961730957e-05,2.9265880584716797e-05,0.00048470497131346404,0.0002804696559905912,0.0007501244544982598,0.00012099742889400703,0.99560546875,0.0003041625022887762,0.00023174285888668828,5.504488945006191e-05,3.522634506225586e-05,0.0018151104450225455,2.9921531677246094e-05,3.9011240005493164e-05,7.188320159909374e-05,6,6
02cca380.jpg,,Lightning,02cca380_trim.jpg,2,3,7,0.0015878677368163499,0.07752656936645505,0.00157475471496575,0.49090576171875,0.089019775390625,0.012217432260513306,0.003448486328125,0.1805419921875,0.04060244560241695,0.04069328308105465,0.0293217897415161,0.003937721252441351,0.0022912025451660156,0.02298736572265625,0.0033321380615234,7,3
02ec6cde.jpg,"[1071, 1567, 1904, 2400]",USB_Micro_B,,1,4,4,0.0002860426902770527,0.000864565372467,5.924701690669356e-05,0.0005231797695159725,0.9892578125,0.0009717047214507499,0.00017303228378293632,0.0015369355678558,0.0024037957191467,0.003245621919631933,5.558133125305176e-05,7.328391075133418e-05,0.0003829002380370906,0.00010535120964049745,6.946921348571777e-05,4,4
02ede7e8.jpg,,Lightning,02ede7e8_trim.jpg,1,3,3,0.0007518529891967,0.00723600387573235,0.0007269382476806641,0.9462890625,0.01649141311645505,0.0005234479904174555,0.0020762681961059,0.0058233737945556,0.00859856605529785,0.0008292794227599499,0.00104725360870355,0.0046729445457458,0.000923216342925991,0.00323390960693355,0.0007926225662231,3,3
0315b402.jpg,"[1171, 1561, 1821, 2117]",Lightning,,4,3,3,0.0023167133331298,0.0125331878662109,0.0013321638107299,0.86767578125,0.0315399169921875,0.0026195049285888,0.00361347198486325,0.0110368728637695,0.05509376525878905,0.0010578632354736,0.00090563297271725,0.00533723831176755,0.0024371147155761498,0.0010305047035217,0.0014214515686035,3,3
0325d6c1.jpg,"[866, 1397, 2153, 2448]",USB_Type_A,,0,7,7,4.4912099838256836e-05,9.509921073909708e-05,4.124641418457031e-05,0.00054812431335445,0.0022928714752196502,0.00043582916259761716,5.418062210083008e-05,0.995361328125,0.00050425529479975,0.0001314282417297,0.0002025961875915035,0.00018769502639765,6.267428398127735e-05,2.494454383850097e-05,1.6629695892333984e-05,7,7
0329694a.jpg,"[1094, 1352, 1449, 1653]",USB_Micro_B,,4,4,4,0.00020521879196162617,0.000283896923065184,3.045797348022461e-05,0.0116482377052307,0.98291015625,7.948279380794511e-05,0.0002304315567016461,0.001423478126525879,0.0007193088531494109,4.404783248901367e-05,0.0004340410232543711,4.976987838745117e-05,0.0017796754837035946,0.00011748075485228125,0.00016286969184870802,4,4
03340dc4.jpg,"[661, 1375, 1175, 1889]",USB_Type_A,,2,7,7,0.0007686913013458096,0.00169426202774045,6.809830665585293e-05,0.0002646744251250994,0.00455540418624875,0.0002341568470000752,2.6345252990722656e-05,0.985595703125,0.00565719604492185,0.00046122074127192734,2.1904706954956055e-05,8.299946784970331e-05,6.604194641113165e-05,3.230571746826172e-05,0.0002885162830352721,7,7
0337d6fc.jpg,,Mini_DisplayPort,0337d6fc_trim.jpg,2,5,5,0.023188114166259752,0.004403114318847601,0.00618577003479,0.004290580749511649,0.01202392578125,0.905517578125,0.0028324127197265,0.00455951690673825,0.0037088394165039,0.0029039382934569497,0.00683021545410155,0.00201463699340815,0.016051173210144,0.00186657905578605,0.0036725997924804497,5,5
0351a84b.jpg,"[948, 1734, 1794, 2580]",USB_Type_A,,2,7,7,0.0008032023906707357,0.0005189180374145508,0.0014211535453796012,0.0010318458080291622,0.001054227352142309,8.878111839289706e-05,0.0006072223186492888,0.99169921875,0.0006721019744872766,0.0005024373531341428,6.616115570067969e-05,0.0005512833595275628,0.00036123394966124084,0.00018066167831420196,0.0003892183303832617,7,7
0358720d.jpg,"[779, 1577, 1526, 2106]",USB_Type_C,,1,8,8,0.00206816196441645,0.0031161308288574,0.0018842220306396,0.0140752792358398,0.1596240997314453,0.0008524954318999499,0.0011653900146484,0.00361728668212885,0.803955078125,0.0022025108337402,0.00045514106750485,0.0011912584304809,0.00398063659667965,0.0009938478469848,0.00063550472259515,8,8
036104e9.jpg,"[893, 2008, 1739, 2854]",USB_Micro_B,,3,4,4,0.00026261806488035,0.0026711225509643,0.0015228986740112001,0.00042533874511718284,0.95068359375,0.00053477287292475,7.531046867370605e-05,0.00227528810501095,0.03456878662109375,0.00221395492553705,0.00032651424407955,0.00278645753860465,0.00094866752624505,0.0004349946975707742,0.00030064582824705,4,4
0371fc7c.jpg,,USB_Micro_B,0371fc7c_trim.jpg,3,4,4,0.0004521012306213,0.0008395314216613489,2.449750900268555e-05,0.0004797279834747252,0.99267578125,0.00021553039550778046,0.0002295374870300043,0.0009416043758391896,0.0008615553379058494,0.0009500980377197,0.00021362304687495,0.00096398591995235,0.00070071220397945,0.00031957030296320837,0.00011467933654780898,4,4
0376a3d5.jpg,"[1356, 2042, 1688, 2512]",USB_Mini,,4,1,1,0.0009711086750030424,0.970458984375,2.136826515197754e-05,0.0011162459850310904,0.0244869589805603,0.0007512271404265951,0.0002504289150237803,0.0005457997322082051,0.00052067637443535,4.699826240539551e-05,0.0002854168415069189,0.0002953112125396697,0.00010636448860165176,0.00012657046318050098,0.00014647841453548964,1,1
03a3d955.jpg,,Lightning,03a3d955_trim.jpg,0,3,3,6.39855861663412e-05,0.00010135769844053379,6.151199340815898e-05,0.9970703125,0.0008770823478698501,8.746981620785567e-05,9.971857070919844e-05,0.0006498396396636744,0.000436395406723,0.00016269087791441074,2.3424625396728516e-05,0.00020739436149592403,2.3871660232543945e-05,5.218386650085449e-05,7.444620132443554e-05,3,3
