filename,Xmin_Ymin_Xmax_Ymax,class,filename_trim,fold,target
9368f4de.jpg,"[834, 2382, 2179, 3491]",USB_Mini,,3,1
7f4f593e.jpg,"[1080, 1580, 2324, 2738]",USB_Micro_B,,3,4
fc516b2c.jpg,"[320, 367, 480, 571]",Mini_DisplayPort,,4,5
8041475d.jpg,"[678, 1588, 1946, 2794]",USB_Type_B,,4,10
93617fe8.jpg,"[947, 1496, 1371, 1806]",Mini_DisplayPort,,4,5
9d67b85a.jpg,"[1210, 1990, 1616, 2304]",Mini_DisplayPort,,1,5
2d59abad.jpg,"[975, 1614, 1821, 2460]",USB_Type_A,,2,7
31205596.jpg,"[1161, 1843, 1537, 2035]",USB_Type_A,,0,7
f71cbfce.jpg,"[1077, 2204, 1790, 2721]",USB_Mini,,1,1
47012d6a.jpg,"[1716, 2220, 2061, 2518]",Lightning,,3,3
1593a32a.jpg,"[1034, 2792, 1849, 3074]",Dock,,0,2
0f0ae0e1.jpg,"[1202, 1978, 1452, 2228]",Lightning,,4,3
bba155c5.jpg,"[1488, 2110, 2295, 2471]",Dock,,1,2
01b34742.jpg,"[1089, 1593, 1866, 1991]",USB_Micro_B,,0,4
4abe558a.jpg,"[1097, 1750, 1599, 2244]",USB_Type_C,,0,8
17ca7a51.jpg,"[1146, 1699, 1644, 2027]",USB_Type_C,,1,8
3bc098c1.jpg,"[1018, 958, 1864, 1804]",Lightning_T,,2,11
508a33a1.jpg,"[1334, 1712, 1944, 2072]",USB_Type_C,,3,8
609c2424.jpg,"[797, 1118, 1395, 1773]",USB_Micro_B_W,,4,12
79ef2063.jpg,"[1048, 1945, 1685, 2213]",USB_Type_A,,3,7
c3574b9d.jpg,"[649, 1685, 1495, 2531]",VGA,,2,13
be7835ab.jpg,"[760, 1347, 1447, 2006]",USB_Type_A,,0,7
e5ac1718.jpg,"[1106, 2008, 2203, 2955]",RJ_45,,4,6
dab6e467.jpg,"[1071, 1788, 2200, 2570]",RJ_45,,0,6
5b36c44d.jpg,"[901, 1655, 1747, 2501]",USB_Type_A,,2,7
5a4213df.jpg,"[1106, 1474, 2388, 2795]",USB_Micro_B_3.1,,1,9
6352ef61.jpg,"[1004, 2572, 1353, 2929]",Lightning,,0,3
b4bcbc5d.jpg,"[1132, 1408, 2065, 2092]",USB_Type_A,,1,7
bc009cb0.jpg,"[803, 1398, 1544, 2104]",USB_Mini,,1,1
79f06f8f.jpg,"[1422, 2033, 2020, 2373]",USB_Type_A,,1,7
fc6f7f13.jpg,"[1387, 2032, 2367, 2761]",USB_Type_A,,4,7
943c3834.jpg,"[1026, 1734, 1872, 2580]",USB_Mini,,0,1
d03e5974.jpg,"[815, 1624, 1567, 2063]",USB_Micro_B,,1,4
66132b1c.jpg,"[924, 1454, 1280, 1781]",USB_Micro_B,,2,4
bfeb4fe7.jpg,"[1434, 844, 1670, 1317]",USB_Micro_B,,2,4
1763888c.jpg,"[319, 1805, 1138, 3594]",HDMI,,2,0
4bc7352b.jpg,"[1193, 1221, 1995, 2187]",USB_Micro_B,,2,4
82246180.jpg,"[1206, 2038, 1603, 2543]",USB_Micro_B,,0,4
bbdb6e56.jpg,"[1515, 2189, 1765, 2389]",Mini_DisplayPort,,1,5
f69b0e37.jpg,"[1553, 1902, 1909, 2189]",USB_Type_C,,3,8
921f5d0a.jpg,"[840, 1965, 2091, 2897]",USB_Micro_B,,0,4
b94422c6.jpg,"[552, 2134, 1351, 2393]",USB_Type_A,,0,7
69be0182.jpg,"[1593, 1089, 2439, 1935]",Lightning,,1,3
007d45c8.jpg,"[1089, 1593, 1747, 2259]",Lightning_T,,2,11
128e7339.jpg,"[972, 1593, 1627, 2294]",USB_Type_C,,2,8
749fea29.jpg,"[361, 632, 726, 983]",USB_Type_C,,4,8
93bad48c.jpg,"[1089, 1593, 1935, 2439]",USB_Type_C,,3,8
1ff474b0.jpg,"[874, 1638, 2051, 3051]",HDMI,,3,0
b575e088.jpg,"[958, 2006, 1825, 2873]",USB_Type_C,,3,8
f8c66e2f.jpg,"[517, 1938, 1301, 2424]",USB_Type_A,,2,7
e50d31b7.jpg,"[1066, 2372, 2343, 3172]",USB_Type_A,,0,7
2fead305.jpg,"[1183, 2181, 2116, 3074]",RJ_45,,0,6
d20def23.jpg,"[783, 1444, 1419, 2080]",USB_Micro_B,,1,4
02ec6cde.jpg,"[1071, 1567, 1904, 2400]",USB_Micro_B,,1,4
95476eb4.jpg,"[996, 1203, 2347, 2315]",HDMI,,4,0
cad0152e.jpg,"[699, 1559, 1978, 2843]",Lightning,,3,3
89c1baf8.jpg,"[1293, 2118, 2398, 2298]",Dock,,4,2
7a6171f6.jpg,"[1208, 1554, 1838, 2283]",USB_Type_A,,0,7
2d9ca309.jpg,"[807, 1538, 1943, 2620]",Dock,,2,2
c69d3e19.jpg,"[1261, 2416, 1653, 2792]",USB_Type_C,,0,8
481f137a.jpg,"[1216, 1819, 1709, 2128]",USB_Type_C,,3,8
f6fea627.jpg,"[1128, 1953, 1841, 2298]",Lightning_T,,1,11
c0c604c9.jpg,"[778, 1673, 1338, 2233]",Mini_DisplayPort,,0,5
5787a7c3.jpg,"[1108, 1554, 1625, 1891]",Lightning,,2,3
dd6103b4.jpg,"[959, 2525, 1500, 2823]",USB_Micro_B,,0,4
0228374d.jpg,"[1340, 1593, 1810, 1875]",USB_Type_C,,3,8
cc3405bb.jpg,"[931, 1972, 3164, 3492]",USB_Micro_B,,1,4
b03fe167.jpg,"[1202, 2338, 1757, 2652]",Lightning,,4,3
822fb7b5.jpg,"[1253, 1812, 1825, 2478]",RJ_45,,4,6
f2c9a981.jpg,"[1174, 2069, 2028, 2887]",Mini_DisplayPort,,3,5
01ec3d27.jpg,"[971, 2022, 1975, 3238]",USB_Type_A,,2,7
fc70db0a.jpg,"[1475, 2034, 1953, 2531]",Lightning_T,,4,11
f16592d1.jpg,"[994, 2585, 1485, 3139]",Lightning_T,,1,11
3523d49f.jpg,"[1025, 1898, 1871, 2744]",USB_Micro_B,,0,4
78481802.jpg,"[1351, 2165, 1813, 2353]",USB_Micro_B,,1,4
18e2cd72.jpg,"[1340, 1658, 1784, 2114]",USB_Mini,,1,1
bfa6b4fe.jpg,"[1001, 1866, 1401, 2101]",USB_Type_A,,0,7
12484421.jpg,"[1089, 1593, 2069, 3043]",USB_Micro_B,,1,4
a2c2bc57.jpg,"[948, 1891, 1410, 2424]",Lightning,,3,3
18c6b6f8.jpg,"[1344, 2173, 1689, 2557]",Lightning,,0,3
4b8743b8.jpg,"[1618, 778, 2223, 1383]",USB_Type_B,,2,10
46b7aa62.jpg,"[1313, 1915, 1719, 2195]",USB_Micro_B,,0,4
6fd17db7.jpg,"[1172, 1271, 2331, 1795]",HDMI,,3,0
35d5aa73.jpg,"[1198, 1872, 1988, 2316]",USB_Type_C,,2,8
23e2c210.jpg,"[852, 1642, 2311, 2374]",USB_Type_A,,0,7
d41fcbf1.jpg,"[1394, 2220, 2099, 2737]",USB_Type_A,,4,7
fb1f68f1.jpg,"[956, 2149, 1802, 2995]",USB_Type_B,,3,10
a72c3d51.jpg,"[1207, 1726, 2580, 2912]",USB_Type_A,,0,7
5b4202c5.jpg,"[869, 2243, 1245, 2502]",Lightning,,1,3
aa2503ca.jpg,"[892, 1619, 2002, 2980]",Dock,,3,2
882555fb.jpg,"[943, 1713, 1503, 2273]",Mini_DisplayPort,,4,5
d81c1550.jpg,"[1410, 1546, 1700, 2863]",Dock,,0,2
d0ea2828.jpg,"[1024, 1455, 2489, 2173]",USB_Type_C,,2,8
a4360f55.jpg,"[1117, 1884, 1637, 2276]",USB_Micro_B,,0,4
51d78474.jpg,"[1594, 2337, 2017, 2815]",USB_Micro_B,,3,4
1a9953ed.jpg,"[635, 1753, 1845, 3041]",USB_Type_B,,1,10
1ff006fc.jpg,"[1159, 1381, 1700, 1984]",USB_Mini,,4,1
ba8eab05.jpg,"[1289, 1499, 1642, 1703]",USB_Mini,,2,1
4495c083.jpg,"[1197, 1817, 2576, 2879]",RJ_45,,2,6
5c92d55e.jpg,"[880, 1834, 1212, 2185]",Mini_DisplayPort,,2,5
e0786231.jpg,"[2083, 1347, 2796, 1872]",USB_Micro_B,,3,4
a7452d4e.jpg,"[997, 2338, 1939, 2973]",USB_Type_A,,2,7
0d884f1a.jpg,"[1507, 1900, 2034, 2153]",USB_Type_A,,4,7
313cd30d.jpg,"[1486, 2486, 2335, 3123]",RJ_45,,2,6
995d6f3a.jpg,"[1363, 2016, 2293, 2407]",USB_Micro_B,,2,4
66e2b63c.jpg,"[926, 2218, 1571, 2621]",USB_Mini,,1,1
fb1548ce.jpg,"[380, 495, 1091, 841]",Lightning_T,,4,11
cdcaf888.jpg,"[759, 1706, 2113, 2897]",Lightning,,1,3
2dc36649.jpg,"[1184, 1294, 1896, 2075]",USB_Micro_B,,1,4
0358720d.jpg,"[779, 1577, 1526, 2106]",USB_Type_C,,1,8
9c3a6731.jpg,"[1174, 2005, 1694, 2262]",USB_Micro_B,,2,4
c0224e27.jpg,"[1065, 1594, 2110, 2551]",USB_Type_A,,3,7
1fcb898a.jpg,"[969, 1419, 1529, 1979]",USB_Type_A,,1,7
5a6e508b.jpg,"[1258, 1582, 1916, 2278]",USB_Micro_B,,2,4
980da124.jpg,"[1089, 1593, 1935, 2439]",USB_Mini,,3,1
5214d667.jpg,"[1604, 1020, 2830, 2199]",USB_Type_C,,1,8
358b2b10.jpg,"[703, 1728, 1966, 2917]",USB_Mini,,0,1
27dce682.jpg,"[1214, 2228, 1763, 2690]",USB_Micro_B,,3,4
cb209f16.jpg,"[914, 1226, 1736, 2048]",USB_Micro_B,,0,4
0193d52e.jpg,"[1014, 1397, 2009, 1993]",USB_Micro_B,,2,4
83c7b7f6.jpg,"[1089, 1593, 1935, 2439]",USB_Micro_B,,2,4
7d515793.jpg,"[577, 2057, 1181, 2650]",USB_Type_A,,4,7
a080bd4f.jpg,"[1238, 1977, 1669, 2220]",USB_Micro_B,,0,4
8daea85f.jpg,"[708, 1926, 2046, 3056]",USB_Type_C,,2,8
559607ef.jpg,"[778, 1618, 1383, 2223]",USB_Type_C,,3,8
ca35d666.jpg,"[1110, 1500, 1772, 1913]",Lightning,,3,3
584a7928.jpg,"[760, 1569, 1291, 2016]",USB_Micro_B,,4,4
cb7593a6.jpg,"[811, 1105, 2273, 2922]",Lightning_T,,2,11
0f0213af.jpg,"[1420, 2144, 2260, 2984]",USB_Micro_B_W,,3,12
f53c1ad5.jpg,"[1287, 1495, 2457, 2337]",RJ_45,,2,6
ee28deee.jpg,"[854, 1961, 1700, 2807]",HDMI,,1,0
2a42f4cc.jpg,"[475, 1828, 1533, 3281]",Dock,,3,2
210c4b3f.jpg,"[678, 1170, 1772, 2120]",HDMI,,0,0
34d17aed.jpg,"[1253, 1703, 1872, 2126]",USB_Micro_B,,4,4
f6a906db.jpg,"[1114, 2318, 1981, 2758]",USB_Mini,,2,1
886b73d4.jpg,"[713, 1879, 1677, 2317]",USB_Micro_B_3.1,,2,9
647d52aa.jpg,"[1232, 2176, 1667, 2548]",Lightning,,0,3
d7ccad3f.jpg,"[684, 1593, 1560, 2291]",USB_Micro_B_3.1,,2,9
7b5ad8b0.jpg,"[1418, 2228, 2264, 3074]",USB_Micro_B,,1,4
36be8183.jpg,"[303, 821, 743, 973]",Dock,,2,2
7a44fc7a.jpg,"[1364, 894, 1688, 1161]",Lightning,,3,3
62a728b0.jpg,"[1285, 1980, 1640, 2186]",USB_Type_C,,3,8
d8afe591.jpg,"[1200, 2222, 1718, 2818]",USB_Micro_B,,3,4
c525ed5e.jpg,"[740, 1208, 1987, 2430]",USB_Type_A,,4,7
8a1436e9.jpg,"[1977, 1426, 2322, 1724]",USB_Micro_B,,3,4
3154c9cc.jpg,"[1089, 1593, 1935, 2439]",USB_Micro_B,,0,4
154d72ce.jpg,"[1014, 1836, 1719, 2165]",USB_Micro_B,,4,4
38fc9516.jpg,"[1097, 1099, 1973, 1505]",USB_Micro_B,,1,4
bedd4ae3.jpg,"[1499, 2020, 1861, 2266]",USB_Type_C,,0,8
452b4dcb.jpg,"[1123, 1643, 1997, 2517]",USB_Micro_B,,2,4
32304363.jpg,"[1293, 1938, 1826, 2267]",USB_Mini,,4,1
c1bf9243.jpg,"[1085, 2170, 1964, 2722]",RJ_45,,2,6
cd0666cd.jpg,"[1283, 1783, 1725, 2120]",USB_Type_C,,0,8
7fe5e0f7.jpg,"[1160, 1934, 1744, 2262]",USB_Type_C,,2,8
0a239761.jpg,"[1026, 1358, 1483, 1830]",USB_Micro_B,,1,4
9705cc61.jpg,"[1140, 2032, 1595, 2251]",Lightning,,3,3
924edbd0.jpg,"[1423, 2228, 2269, 3074]",DisplayPort,,1,14
e789d441.jpg,"[1813, 1236, 2097, 1675]",USB_Mini,,1,1
8506ef9d.jpg,"[1359, 1619, 1690, 2081]",USB_Micro_B,,3,4
741f514b.jpg,"[767, 2110, 1613, 2956]",USB_Type_A,,2,7
db699710.jpg,"[1089, 1593, 1935, 2439]",USB_Micro_B_W,,4,12
fd088ace.jpg,"[1586, 1253, 2456, 2127]",USB_Type_A,,1,7
d088c0dc.jpg,"[1080, 1580, 1920, 2420]",USB_Type_A,,0,7
18bf4882.jpg,"[646, 454, 1904, 1825]",USB_Type_A,,3,7
0a95ca5e.jpg,"[1102, 2095, 2227, 2975]",RJ_45,,0,6
cd145ae2.jpg,"[1046, 896, 2308, 2289]",VGA,,4,13
a2f4daa4.jpg,"[1347, 1789, 1817, 2126]",USB_Micro_B,,2,4
0d46ebf5.jpg,"[1257, 2825, 1868, 3074]",USB_Micro_B,,3,4
a6ca3fb6.jpg,"[1379, 1765, 1865, 2196]",USB_Micro_B,,3,4
3ea291dc.jpg,"[585, 1757, 1883, 3001]",USB_Type_B,,2,10
abbfc2b6.jpg,"[368, 839, 701, 1126]",USB_Type_A,,2,7
d4c2ea3c.jpg,"[323, 252, 631, 453]",USB_Micro_B,,4,4
1df8153c.jpg,"[1583, 1897, 2293, 2366]",USB_Mini,,1,1
21b727dd.jpg,"[868, 1290, 2187, 2464]",USB_Type_B,,1,10
8d690694.jpg,"[622, 1492, 1044, 1875]",USB_Micro_B,,3,4
198446ba.jpg,"[1170, 1943, 1490, 2397]",USB_Micro_B,,3,4
b7375a47.jpg,"[1333, 1521, 2474, 2442]",RJ_45,,3,6
5bac5448.jpg,"[1187, 2212, 1532, 2486]",Lightning,,0,3
7928e72d.jpg,"[924, 2142, 1848, 3290]",USB_Type_C,,3,8
bb489539.jpg,"[1065, 1851, 1911, 2697]",USB_Type_A,,2,7
2c80c314.jpg,"[1349, 2108, 1782, 2420]",USB_Micro_B,,1,4
8ceb744f.jpg,"[863, 1527, 1685, 2905]",USB_Type_C,,2,8
c95118c2.jpg,"[1089, 1593, 2029, 3066]",USB_Type_A,,3,7
3a3a9989.jpg,"[1521, 1963, 1853, 2158]",USB_Type_C,,3,8
5a857175.jpg,"[1289, 1874, 1633, 2329]",USB_Micro_B,,1,4
f4cd1757.jpg,"[755, 1155, 2176, 2218]",USB_Type_B,,1,10
4c4192b3.jpg,"[1513, 1665, 1856, 2179]",USB_Micro_B,,3,4
ae89ce58.jpg,"[585, 1671, 1154, 2432]",USB_Type_B,,0,10
354a29c2.jpg,"[1226, 1906, 1790, 2227]",Lightning,,1,3
570f9eac.jpg,"[976, 1839, 1304, 2269]",USB_Type_A,,0,7
caa6a0f7.jpg,"[1253, 2000, 1582, 2172]",Lightning,,1,3
a87f21d5.jpg,"[287, 638, 889, 1069]",USB_Type_C,,2,8
4572a6e2.jpg,"[1244, 1820, 2212, 2788]",USB_Type_A,,2,7
6df19f8e.jpg,"[1226, 1867, 1594, 2204]",Mini_DisplayPort,,2,5
5119e090.jpg,"[1098, 1850, 1944, 2696]",Lightning_T,,2,11
95807b29.jpg,"[1177, 1065, 2023, 1911]",Lightning,,1,3
9cd129f8.jpg,"[670, 2444, 1837, 2982]",VGA,,2,13
556f0ae1.jpg,"[1112, 1334, 1817, 2212]",USB_Type_A,,3,7
e9f6fab3.jpg,"[1554, 2591, 2095, 2962]",Lightning_T,,0,11
931d2d38.jpg,"[1089, 1593, 1935, 2439]",Dock,,1,2
a6039439.jpg,"[1494, 1945, 1808, 2326]",USB_Mini,,1,1
5dc3c370.jpg,"[1001, 1295, 1686, 1980]",USB_Micro_B,,2,4
a8e8300d.jpg,"[910, 1330, 2132, 2370]",Lightning_T,,4,11
0871c8a3.jpg,"[986, 2356, 1753, 3123]",USB_Mini,,2,1
f8184862.jpg,"[1341, 1293, 1849, 1593]",USB_Type_A,,1,7
ba64fc14.jpg,"[639, 1367, 1098, 1613]",USB_Type_A,,2,7
d6861565.jpg,"[1379, 2196, 2225, 3042]",Lightning,,3,3
66849e29.jpg,"[554, 1203, 912, 1493]",USB_Type_C,,2,8
c50f690c.jpg,"[1520, 1655, 1826, 1812]",USB_Micro_B,,2,4
fb5fa8f9.jpg,"[1296, 2247, 1677, 2584]",RJ_45,,0,6
d1ffa972.jpg,"[835, 1772, 1101, 1892]",USB_Type_C,,2,8
3bf362dd.jpg,"[540, 2016, 2131, 2713]",VGA,,3,13
956fb62a.jpg,"[1143, 2786, 2010, 3653]",HDMI,,3,0
aaf696df.jpg,"[971, 1922, 1817, 2768]",USB_Mini,,4,1
b8e59188.jpg,"[1239, 1728, 1848, 2139]",USB_Micro_B_3.1,,4,9
f8feb05f.jpg,"[1340, 2047, 1600, 2195]",USB_Type_C,,2,8
7a866153.jpg,"[818, 1952, 1114, 2213]",USB_Mini,,2,1
62f4d89d.jpg,"[1002, 2146, 1876, 3020]",USB_Micro_B,,0,4
d554f1a1.jpg,"[1062, 421, 2351, 1636]",USB_Type_B,,2,10
fa84a887.jpg,"[1244, 1820, 2019, 2296]",USB_Type_C,,3,8
90b03a95.jpg,"[1089, 1593, 1935, 2439]",USB_Type_B,,3,10
d1ff46f6.jpg,"[1151, 2020, 1413, 2509]",USB_Micro_B_3.1,,0,9
bb06af3e.jpg,"[922, 1346, 1385, 1746]",USB_Micro_B,,0,4
5dbab572.jpg,"[925, 2421, 1753, 2743]",USB_Type_A,,1,7
60025bdd.jpg,"[799, 2416, 1666, 3283]",USB_Type_C,,4,8
f3a075fa.jpg,"[1171, 2359, 2016, 2811]",USB_Type_C,,3,8
1fc17466.jpg,"[1044, 1044, 2446, 2231]",Lightning_T,,2,11
1b21182d.jpg,"[830, 1313, 1196, 1478]",USB_Micro_B,,4,4
b24bdc2f.jpg,"[1094, 1958, 2795, 3219]",USB_Type_A,,4,7
01618358.jpg,"[401, 83, 749, 364]",USB_Type_A,,4,7
de3ab843.jpg,"[224, 589, 795, 1046]",Mini_DisplayPort,,1,5
dd74ff4c.jpg,"[838, 1248, 1684, 2094]",USB_Mini,,3,1
0219f19c.jpg,"[1116, 935, 2397, 2120]",USB_Micro_B,,0,4
0ec89b31.jpg,"[315, 735, 1160, 2524]",HDMI,,1,0
59225a6d.jpg,"[639, 1299, 1974, 2258]",USB_Micro_B,,3,4
9f91572d.jpg,"[1331, 2033, 1779, 2381]",USB_Type_C,,1,8
286c897e.jpg,"[1014, 1491, 2064, 2204]",USB_Type_A,,2,7
e41e141d.jpg,"[1444, 1735, 1644, 2170]",USB_Type_C,,2,8
55477b4e.jpg,"[623, 1499, 1440, 2289]",USB_Type_C,,1,8
5f3f3b32.jpg,"[1226, 2094, 1798, 2478]",USB_Micro_B,,3,4
d3024984.jpg,"[139, 91, 459, 249]",USB_Micro_B,,4,4
adaec15e.jpg,"[1069, 2432, 1528, 2913]",USB_Type_C,,1,8
bef1552c.jpg,"[1872, 1101, 2625, 1744]",USB_Type_C,,3,8
be5ca6f8.jpg,"[1089, 2161, 1957, 3036]",USB_Type_C,,0,8
d35a3807.jpg,"[854, 1522, 1567, 2219]",Lightning,,1,3
725e3101.jpg,"[1022, 1731, 1780, 2444]",USB_Mini,,4,1
e8b4beb5.jpg,"[1190, 2134, 1566, 2455]",USB_Type_B,,4,10
fa4c5b84.jpg,"[1153, 2106, 1553, 2426]",Lightning_T,,2,11
3c9d76b5.jpg,"[1089, 1593, 1935, 2439]",USB_Micro_B,,0,4
33d9f452.jpg,"[1022, 2361, 1759, 3051]",USB_Micro_B,,0,4
044c6bda.jpg,"[1183, 2055, 2029, 2901]",USB_Micro_B,,2,4
fe864301.jpg,"[817, 1359, 1344, 1854]",USB_Micro_B_3.1,,0,9
ec995be9.jpg,"[1167, 1397, 1614, 1726]",Lightning,,4,3
4f9eb48d.jpg,"[560, 1703, 1630, 2626]",USB_Micro_B,,4,4
1fc0d339.jpg,"[1525, 2240, 1897, 2448]",USB_Type_A,,2,7
75ebb412.jpg,"[1089, 1593, 1722, 2269]",USB_Type_B,,4,10
faede57c.jpg,"[843, 1826, 1253, 2135]",USB_Type_C,,1,8
2cf01c07.jpg,"[1143, 884, 1419, 1178]",USB_Micro_B,,3,4
dd448e20.jpg,"[1044, 1831, 1846, 2285]",VGA,,4,13
353c5f27.jpg,"[1013, 1502, 1378, 1776]",USB_Mini,,1,1
8f496fee.jpg,"[1215, 2005, 2227, 2823]",RJ_45,,4,6
ba8b6167.jpg,"[1414, 2147, 1782, 2685]",Lightning,,0,3
36c8beae.jpg,"[1333, 1992, 1637, 2148]",USB_Micro_B,,2,4
2928e196.jpg,"[1143, 2286, 1597, 2797]",USB_Type_C,,3,8
d3e1af60.jpg,"[729, 1187, 2057, 2320]",USB_Type_C,,0,8
596163c1.jpg,"[1304, 1224, 1672, 1522]",USB_Mini,,2,1
ceebaec6.jpg,"[1684, 1083, 2256, 1937]",USB_Micro_B,,4,4
d17f25ec.jpg,"[481, 909, 648, 1046]",USB_Micro_B,,1,4
5324c741.jpg,"[120, 268, 272, 438]",USB_Micro_B,,4,4
28319e60.jpg,"[938, 1777, 1718, 2488]",USB_Micro_B_3.1,,4,9
d7bf08e6.jpg,"[1089, 1593, 1926, 2853]",USB_Mini,,0,1
e52477d2.jpg,"[1449, 1922, 1864, 2204]",USB_Micro_B,,1,4
f58a468c.jpg,"[598, 1026, 1097, 1405]",DisplayPort,,4,14
5d072f5b.jpg,"[1915, 1628, 2251, 2399]",USB_Type_A,,4,7
fd65ddd3.jpg,"[1541, 2135, 2757, 3207]",USB_Type_A,,0,7
5a026936.jpg,"[1081, 2099, 1872, 2614]",USB_Type_B,,1,10
71181f5d.jpg,"[767, 2081, 1883, 3029]",RJ_45,,1,6
e10c7326.jpg,"[1046, 1785, 1892, 2631]",USB_Micro_B,,2,4
a3f0fbc1.jpg,"[418, 1023, 1659, 2433]",USB_Micro_B,,1,4
f1268e50.jpg,"[1191, 1866, 1542, 2354]",HDMI,,3,0
7845069d.jpg,"[672, 1736, 2050, 2384]",VGA,,3,13
afcbb3a0.jpg,"[1252, 553, 2549, 1759]",USB_Type_A,,3,7
2b242e62.jpg,"[268, 589, 1628, 1764]",Lightning_T,,0,11
aea7c84e.jpg,"[1573, 2395, 2029, 2693]",USB_Micro_B_W,,3,12
83390968.jpg,"[1130, 1413, 1683, 2232]",Dock,,0,2
0920e5e9.jpg,"[383, 494, 685, 796]",USB_Type_B,,3,10
2702f1dc.jpg,"[1661, 866, 1930, 1151]",USB_Micro_B,,2,4
a3eac234.jpg,"[1132, 1695, 2538, 2753]",RJ_45,,0,6
1ef96e7e.jpg,"[500, 1472, 1733, 2558]",USB_Type_B,,2,10
74a86f62.jpg,"[1089, 1593, 2413, 3004]",RJ_45,,4,6
d492b365.jpg,"[869, 1710, 1715, 2776]",USB_Micro_B,,2,4
856aca9a.jpg,"[871, 1447, 2178, 2552]",USB_Type_B,,1,10
0810d383.jpg,"[1323, 1764, 1627, 2205]",USB_Type_C,,4,8
23ed5d9b.jpg,"[1512, 1577, 1864, 1927]",USB_Micro_B,,2,4
19e3b5e3.jpg,"[1307, 1713, 1623, 2141]",USB_Mini,,2,1
aa867233.jpg,"[667, 1641, 1952, 2867]",VGA,,3,13
b1d705bf.jpg,"[1488, 1930, 1864, 2173]",USB_Mini,,1,1
7b78859b.jpg,"[1408, 2131, 2424, 3053]",RJ_45,,0,6
24a05f4d.jpg,"[1321, 2436, 1852, 2666]",USB_Type_C,,0,8
aaa33494.jpg,"[830, 2231, 1126, 2698]",USB_Micro_B,,0,4
236308af.jpg,"[1089, 1593, 2108, 2659]",USB_Type_B,,2,10
da2adacc.jpg,"[1089, 1593, 1935, 2439]",Lightning,,3,3
6cbc4c35.jpg,"[1577, 662, 2242, 1395]",USB_Type_C,,3,8
366e837a.jpg,"[1089, 1593, 1638, 2596]",USB_Type_B,,2,10
70109d7e.jpg,"[1315, 1673, 1606, 2062]",USB_Micro_B,,4,4
38a0ddf1.jpg,"[933, 1941, 1659, 2667]",USB_Type_C,,1,8
a16c79f3.jpg,"[1089, 1593, 1935, 2439]",USB_Micro_B,,0,4
479886b5.jpg,"[1531, 2269, 2025, 2609]",USB_Micro_B,,4,4
e04b14da.jpg,"[1089, 1593, 1935, 2439]",USB_Type_C,,2,8
95d41ec8.jpg,"[1181, 2575, 1673, 3053]",RJ_45,,1,6
